央视,#genre#
CCTV9,http://171.43.64.195:9901/tsfile/live/faacts/0009_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://220.187.221.205:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://1.197.203.33:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://115.227.214.223:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://114.245.199.54:85/tsfile/live/9/1009_1.m3u8?key=txiptv
CCTV9,http://123.55.237.68:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://171.124.177.38:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://60.25.222.180:85/tsfile/live/65/1015.m3u8?key=txiptv
CCTV9,http://60.187.244.160:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://123.120.0.171:4022/rtp/239.3.1.63:8116
CCTV10,http://123.120.0.171:4022/rtp/239.3.1.86:4120
CCTV10,http://113.25.105.225:10000/rtp/239.1.1.17:8017
CCTV10,http://123.14.80.113:9003/hls/10/index.m3u8
CCTV10,http://115.58.142.128:4000/rtp/225.1.4.78:1107
CCTV10,http://115.58.142.128:4000/rtp/225.1.4.10:1039
CCTV10,http://114.250.17.90:4022/rtp/239.3.1.63:8116
CCTV10,http://114.250.17.90:4022/rtp/239.3.1.86:4120
CCTV10,http://123.112.242.16:5555/rtp/239.3.1.63:8116
CCTV10,http://123.112.242.16:5555/rtp/239.3.1.86:4120
CCTV10,http://171.124.1.122:8083/rtp/226.0.2.162:9208
CCTV10,http://171.124.1.122:8083/rtp/226.0.2.27:8128
CCTV10,http://27.10.213.135:8005/rtp/225.0.4.130:7980
CCTV10,http://27.10.213.135:8005/rtp/225.0.4.6:7980
CCTV10,http://42.237.223.102:8899/rtp/225.1.4.78:1107
CCTV10,http://42.237.223.102:8899/rtp/225.1.4.10:1039
CCTV10,http://111.199.3.230:8686/rtp/239.3.1.63:8116
CCTV10,http://111.199.3.230:8686/rtp/239.3.1.86:4120
CCTV10,http://171.43.64.195:9901/tsfile/live/faacts/0010_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://220.187.221.205:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://1.197.203.33:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://115.227.214.223:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://114.245.199.54:85/tsfile/live/10/1010_1.m3u8?key=txiptv
CCTV10,http://123.55.237.68:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://171.124.177.38:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://60.25.222.180:85/tsfile/live/69/1016.m3u8?key=txiptv
CCTV10,http://60.187.244.160:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://123.120.0.171:4022/rtp/239.3.1.152:8120
CCTV11,http://113.25.105.225:10000/rtp/239.1.1.18:8018
CCTV11,http://123.14.80.113:9003/hls/11/index.m3u8
CCTV11,http://115.58.142.128:4000/rtp/225.1.4.215:1268
CCTV11,http://115.58.142.128:4000/rtp/225.1.4.11:1040
CCTV11,http://114.250.17.90:4022/rtp/239.3.1.152:8120
CCTV11,http://123.112.242.16:5555/rtp/239.3.1.152:8120
CCTV11,http://171.124.1.122:8083/rtp/226.0.2.28:8136
CCTV11,http://27.10.213.135:8005/rtp/225.0.4.218:7980
CCTV11,http://27.10.213.135:8005/rtp/225.0.4.7:7980
CCTV11,http://42.237.223.102:8899/rtp/225.1.4.215:1268
CCTV11,http://42.237.223.102:8899/rtp/225.1.4.11:1040
CCTV11,http://111.199.3.230:8686/rtp/239.3.1.152:8120
CCTV11,http://42.227.89.86:9003/hls/11/index.m3u8
CCTV11,http://171.43.64.195:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://220.187.221.205:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://1.197.203.33:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://114.245.199.54:85/tsfile/live/11/1011_1.m3u8?key=txiptv
CCTV11,http://123.55.237.68:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://171.124.177.38:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://60.25.222.180:85/tsfile/live/73/1017.m3u8?key=txiptv
CCTV11,http://60.187.244.160:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://123.120.0.171:4022/rtp/239.3.1.64:8124
CCTV12,http://113.25.105.225:10000/rtp/239.1.1.19:8019
CCTV12,http://123.14.80.113:9003/hls/12/index.m3u8
CCTV12,http://115.58.142.128:4000/rtp/225.1.4.79:1108
CCTV12,http://115.58.142.128:4000/rtp/225.1.4.12:1041
CCTV12,http://114.250.17.90:4022/rtp/239.3.1.64:8124
CCTV12,http://123.112.242.16:5555/rtp/239.3.1.64:8124
CCTV12,http://171.124.1.122:8083/rtp/226.0.2.164:9224
CCTV12,http://171.124.1.122:8083/rtp/226.0.2.29:8144
CCTV12,http://27.10.213.135:8005/rtp/225.0.4.129:7980
CCTV12,http://27.10.213.135:8005/rtp/225.0.4.8:7980
CCTV12,http://42.237.223.102:8899/rtp/225.1.4.79:1108
CCTV12,http://42.237.223.102:8899/rtp/225.1.4.12:1041
CCTV12,http://111.199.3.230:8686/rtp/239.3.1.64:8124
CCTV12,http://171.43.64.195:9901/tsfile/live/faacts/0012_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://220.187.221.205:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://1.197.203.33:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://114.245.199.54:85/tsfile/live/12/1012_1.m3u8?key=txiptv
CCTV12,http://123.55.237.68:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://60.25.222.180:85/tsfile/live/77/1018.m3u8?key=txiptv
CCTV12,http://60.187.244.160:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://123.120.0.171:4022/rtp/239.3.1.124:8128
CCTV13,http://113.25.105.225:10000/rtp/239.1.1.20:8020
CCTV13,http://123.14.80.113:9003/hls/13/index.m3u8
CCTV13,http://115.58.142.128:4000/rtp/225.1.4.113:1293
CCTV13,http://115.58.142.128:4000/rtp/225.1.4.13:1042
CCTV13,http://114.250.17.90:4022/rtp/239.3.1.124:8128
CCTV13,http://123.112.242.16:5555/rtp/239.3.1.124:8128
CCTV13,http://171.124.1.122:8083/rtp/226.0.2.165:9232
CCTV13,http://171.124.1.122:8083/rtp/226.0.2.30:8152
CCTV13,http://27.10.213.135:8005/rtp/225.0.4.219:7980
CCTV13,http://27.10.213.135:8005/rtp/225.0.4.9:7980
CCTV13,http://42.237.223.102:8899/rtp/225.1.4.113:1293
CCTV13,http://42.237.223.102:8899/rtp/225.1.4.13:1042
CCTV13,http://111.199.3.230:8686/rtp/239.3.1.124:8128
CCTV13,http://171.43.64.195:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://220.187.221.205:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://1.197.203.33:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://114.245.199.54:85/tsfile/live/13/1013_1.m3u8?key=txiptv
CCTV13,http://123.55.237.68:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
